id_origin,id_destino,times
103,102,110
103,111,11
103,106,142
103,108,62
103,105,140
103,111,11
103,310,4
103,107,45
103,304,7
103,101,47
103,103,107
103,301,54
103,401,20
103,106,142
103,101,47
103,103,107
103,103,107
103,301,54
103,102,110
103,105,140
103,303,18
103,104,83
103,308,8
103,103,107
103,302,27
103,103,107
103,102,110
103,106,142
103,105,140
103,106,142
103,108,62
103,102,110
103,104,83
103,107,45
103,102,110
103,103,107
103,106,142
103,105,140
103,102,110
103,301,54
103,402,15
103,302,27
103,106,142
103,202,1
103,107,45
103,111,11
103,101,47
103,302,27
103,102,110
103,103,107
103,107,45
103,108,62
103,104,83
103,105,140
103,104,83
103,106,142
103,104,83
103,401,20
103,309,4
103,104,83
103,301,54
103,103,107
103,308,8
103,107,45
103,105,140
103,103,107
103,105,140
103,106,142
103,108,62
