Origin,Orig Long,Orig Lat,Dest Long,Dest Lat,Times
Manhattan,-73.994057,40.751865,-73.983795,40.765339,0
Queens,-73.786026,40.641632,-73.865051,40.768929,0
Manhattan,-74.000206,40.738087,-73.989204,40.721806,0
Manhattan,-73.984215,40.727158,-73.992783,40.745686,0
Manhattan,-73.972656,40.756611,-73.861839,40.767342,0
Manhattan,-73.987679,40.770592,-73.786583,40.640095,0
Manhattan,-74.000359,40.730576,-73.986755,40.763832,0
Manhattan,-73.993256,40.740448,-73.985046,40.732426,0
Manhattan,-74.01487,40.714653,-74.009438,40.714699,0
Manhattan,-73.963799,40.756771,-73.973846,40.762047,0
Manhattan,-73.956024,40.780132,-73.948792,40.777828,0
Manhattan,-73.986511,40.75845,-73.999725,40.758888,0
Manhattan,-73.991493,40.729801,-73.870354,40.773209,0
Manhattan,-73.993973,40.75116,-73.945412,40.719292,0
Manhattan,-73.961838,40.776028,-73.979584,40.783802,0
Brooklyn,-73.979286,40.665684,-73.995872,40.678787,0
Queens,-73.781799,40.644669,-73.940918,40.625027,0
Manhattan,-73.944298,40.787941,-73.981529,40.737049,0
Manhattan,-73.982124,40.722294,-73.923233,40.77533,0
Manhattan,-73.988663,40.728966,-73.995903,40.762466,0
Manhattan,-74.002136,40.751842,-73.972687,40.753662,0
Manhattan,-73.951714,40.773697,-73.976311,40.751942,0
Manhattan,-73.981255,40.765854,-74.000359,40.757504,0
Manhattan,-73.980263,40.764828,-73.977661,40.783657,0
Manhattan,-73.981483,40.768391,-73.971786,40.781937,0
Queens,-73.781982,40.644672,-73.860069,40.570938,0
Manhattan,-73.980034,40.783623,-73.953682,40.767017,0
Manhattan,-73.969467,40.761208,-73.99353,40.751423,0
Manhattan,-73.986221,40.730705,-73.986198,40.7523,0
Manhattan,-73.978699,40.724129,-73.983772,40.729706,0
Brooklyn,-73.988739,40.693623,-73.993774,40.735176,0
Manhattan,-73.976494,40.790836,-73.977112,40.774651,0
Manhattan,-73.988693,40.778706,-73.977341,40.785271,0
Manhattan,-74.006279,40.739681,-73.981056,40.753574,0
Brooklyn,-73.974899,40.680737,-73.965248,40.684513,0
Manhattan,-73.972916,40.75629,-73.993073,40.749626,0
Manhattan,-73.986107,40.758999,-73.999504,40.759388,0
Brooklyn,-73.986885,40.695995,-73.972832,40.744701,0
Manhattan,-73.986809,40.733936,-74.011284,40.729023,0
Manhattan,-74.006096,40.734543,-73.978195,40.734268,0
Manhattan,-74.001099,40.736786,-73.98201,40.777802,0
Manhattan,-73.967461,40.760216,-73.957359,40.773998,0
Queens,-73.923401,40.743603,-73.979164,40.746105,0
Manhattan,-73.973038,40.756382,-74.000137,40.758247,0
Manhattan,-73.995483,40.720879,-73.994431,40.752876,0
Brooklyn,-73.997986,40.674816,-74.176933,40.692375,0
Manhattan,-73.987076,40.739361,-73.973404,40.752274,0
Manhattan,-73.996979,40.752518,-74.005226,40.740463,0
Manhattan,-73.990013,40.719196,-73.958267,40.715439,0
Manhattan,-74.00354,40.738659,-73.985497,40.759724,0
Manhattan,-73.953606,40.785263,-73.973602,40.757214,0
Manhattan,-73.962105,40.773525,-73.990074,40.74828,0
Manhattan,-73.952301,40.778187,-73.989014,40.752903,0
Manhattan,-73.979233,40.783012,-73.789131,40.644688,0
Manhattan,-73.973099,40.75708,-73.991386,40.74987,0
Manhattan,-73.974701,40.742168,-73.973167,40.756004,0
Queens,-73.788162,40.641804,-73.943474,40.708813,0
Manhattan,-73.986778,40.729809,-73.993393,40.727165,0
Manhattan,-73.963715,40.795319,-73.982048,40.778801,0
Manhattan,-73.974617,40.741943,-73.967392,40.787697,0
Manhattan,-73.972145,40.756271,-73.986115,40.748234,0
Manhattan,-73.994209,40.751289,-73.995064,40.769829,0
Manhattan,-73.971886,40.791866,-73.94693,40.780827,0
Manhattan,-73.990341,40.750977,-73.969749,40.753593,0
Queens,-73.913651,40.765606,-73.914513,40.775566,0
Manhattan,-73.977684,40.777012,-73.981102,40.779346,0
Queens,-73.779808,40.647121,-73.989189,40.752666,0
Queens,-73.945358,40.751053,-73.945,40.791058,0
Manhattan,-73.981857,40.760845,-73.963364,40.766064,0
Manhattan,-73.974716,40.787697,-73.98204,40.776211,0
Manhattan,-73.983803,40.757576,-73.984451,40.748547,0
Manhattan,-73.945663,40.807728,-73.942757,40.797012,0
Manhattan,-73.952507,40.772617,-73.959122,40.780182,0
Manhattan,-73.97757,40.751644,-73.961586,40.779728,0
Manhattan,-73.952522,40.780758,-73.953918,40.787212,0
Manhattan,-73.959053,40.790443,-73.969704,40.759937,0
Manhattan,-73.990776,40.730289,-73.978157,40.7519,0
Manhattan,-73.97966,40.739517,-73.990791,40.737328,0
Manhattan,-73.945572,40.778084,-73.949509,40.797112,0
Manhattan,-74.01059,40.720119,-74.000565,40.762253,0
Manhattan,-73.979134,40.764606,-73.998856,40.760063,0
Queens,-73.782166,40.644688,-73.960892,40.756641,0
Manhattan,-73.961624,40.76445,-73.978889,40.762012,0
Manhattan,-73.986717,40.721073,-74.012383,40.701519,0
Manhattan,-74.009811,40.705673,-73.968719,40.75032,0
Manhattan,-73.951874,40.77779,-73.99807,40.740448,0
Manhattan,-73.984863,40.728283,-73.935204,40.714352,0
Manhattan,-74.017059,40.705639,-74.011253,40.713848,0
Manhattan,-73.959457,40.767433,-73.985558,40.749992,0
Manhattan,-73.973579,40.784657,-73.969055,40.795971,0
Manhattan,-73.979317,40.744003,-73.97377,40.751648,0
Manhattan,-73.950317,40.779751,-73.952309,40.77718,0
Manhattan,-74.014717,40.704796,-73.975594,40.786804,0
Manhattan,-73.976753,40.785046,-73.976006,40.786072,0
Manhattan,-73.986641,40.757126,-73.98764,40.735474,0
Manhattan,-73.981049,40.781822,-73.863998,40.769386,0
Manhattan,-73.999046,40.761356,-73.981316,40.760605,0
Manhattan,-74.001221,40.721329,-73.98748,40.767029,0
Manhattan,-73.983154,40.760101,-73.999397,40.752312,0
Manhattan,-73.988419,40.723354,-73.977089,40.734791,0
Manhattan,-73.95639,40.763817,-73.98999,40.75684,0
Manhattan,-73.985222,40.768421,-73.966248,40.804688,0
Manhattan,-73.960823,40.777927,-73.992989,40.752052,0
Queens,-73.788223,40.647472,-73.978661,40.762268,0
Manhattan,-73.973473,40.747646,-73.870773,40.774029,0
Manhattan,-73.994118,40.754417,-73.97953,40.737659,0
Manhattan,-73.943024,40.840206,-73.947632,40.837769,0
Queens,-73.917404,40.771034,-73.933357,40.802761,0
Manhattan,-73.978966,40.736118,-73.976997,40.752007,0
Manhattan,-73.949272,40.780998,-73.975426,40.744499,0
Manhattan,-73.98513,40.779022,-73.979698,40.767147,0
Manhattan,-73.975365,40.752388,-73.952271,40.823826,0
Manhattan,-73.993263,40.742146,-73.978279,40.74284,0
Manhattan,-73.979012,40.787521,-73.977158,40.779736,0
Queens,-73.776718,40.645386,-73.774498,40.772423,0
Manhattan,-73.976135,40.740162,-73.984131,40.744034,0
Manhattan,-73.994576,40.750393,-73.937706,40.812614,0
Manhattan,-73.970795,40.74757,-73.98838,40.769531,0
Manhattan,-73.959549,40.773338,-73.953728,40.770786,0
Manhattan,-74.006203,40.733818,-73.962044,40.795216,0
Manhattan,-73.988579,40.740982,-74.005775,40.714241,0
Manhattan,-73.993889,40.752262,-73.989433,40.769394,0
Manhattan,-73.990196,40.761684,-74.002876,40.744221,0
Manhattan,-73.994141,40.751728,-73.990662,40.766121,0
Manhattan,-73.988983,40.721603,-74.006752,40.754356,0
Manhattan,-73.976181,40.733536,-73.998734,40.732388,0
Manhattan,-73.978851,40.746922,-73.994789,40.74522,0
Manhattan,-73.95713,40.802052,-73.966385,40.804081,0
Manhattan,-73.954994,40.765038,-73.965607,40.764507,0
Manhattan,-73.994904,40.760349,-73.973198,40.76429,0
Manhattan,-73.953957,40.756611,-73.78907,40.647278,0
Manhattan,-73.969757,40.757133,-73.998222,40.760738,0
Manhattan,-73.987823,40.720943,-73.99305,40.771046,0
Manhattan,-73.980728,40.739559,-73.975525,40.776695,0
Manhattan,-73.947578,40.771137,-73.962868,40.762779,0
Manhattan,-73.991577,40.727013,-73.991768,40.737801,0
Manhattan,-73.986099,40.756931,-73.999741,40.758999,0
Manhattan,-73.990021,40.719246,-74.003105,40.739975,0
Queens,-73.945808,40.750729,-73.991302,40.762047,0
Manhattan,-73.970284,40.748493,-73.958557,40.772686,0
Manhattan,-73.982513,40.768162,-73.903557,40.813202,0
Manhattan,-73.953285,40.822708,-73.954811,40.805252,0
Manhattan,-74.008652,40.725883,-73.97506,40.680706,0
Manhattan,-73.973595,40.792271,-73.98098,40.781776,0
Manhattan,-73.954849,40.765808,-73.942711,40.841496,0
Manhattan,-73.974205,40.757095,-73.975716,40.741413,0
Manhattan,-73.987465,40.758701,-73.997856,40.761429,0
Manhattan,-73.992683,40.750221,-73.981819,40.755848,0
Manhattan,-73.947578,40.764347,-73.831879,40.762646,0
Manhattan,-73.984451,40.77816,-73.975296,40.787361,0
Manhattan,-73.993942,40.767246,-73.999054,40.7598,0
Manhattan,-73.97831,40.728657,-74.013969,40.704594,0
Manhattan,-73.977699,40.734043,-73.951111,40.774204,0
Manhattan,-73.967064,40.800938,-73.961342,40.774582,0
Queens,-73.783684,40.638012,-73.778259,40.637997,0
Manhattan,-74.009903,40.711952,-74.014282,40.713562,0
Manhattan,-73.952301,40.772797,-73.952477,40.789341,0
Manhattan,-73.948036,40.804226,-73.942406,40.811935,0
Manhattan,-73.986336,40.739922,-73.975296,40.765106,0
Manhattan,-73.997414,40.744843,-73.99366,40.75185,0
Manhattan,-73.949913,40.780331,-73.871262,40.771706,0
Manhattan,-74.005615,40.717705,-74.000092,40.73278,0
Manhattan,-73.953438,40.779953,-73.947884,40.79583,0
Manhattan,-73.975594,40.765156,-73.965492,40.771366,0
Manhattan,-74.000305,40.742897,-74.003754,40.726166,0
Brooklyn,-73.951172,40.711426,-73.992012,40.68655,0
Manhattan,-73.965775,40.76218,-73.960976,40.76873,0
Manhattan,-73.965202,40.806366,-73.986107,40.775791,0
Manhattan,-73.971085,40.748016,-73.961861,40.776367,0
Manhattan,-73.982285,40.731266,-74.005615,40.748405,0
Manhattan,-73.987549,40.724503,-73.974449,40.750889,0
Manhattan,-73.978111,40.745869,-73.975998,40.7607,0
Manhattan,-73.982346,40.766769,-73.976524,40.780563,0
Manhattan,-73.975677,40.776466,-74.003334,40.73605,0
Manhattan,-73.986305,40.740166,-73.991318,40.750626,0
Manhattan,-73.980446,40.73056,-73.994873,40.750099,0
Manhattan,-73.981544,40.780968,-73.863342,40.767319,0
Manhattan,-73.952667,40.783497,-73.978661,40.772488,0
Manhattan,-73.980461,40.732143,-73.96386,40.756916,0
Manhattan,-73.993225,40.731178,-73.963043,40.772327,0
Manhattan,-74.000359,40.761646,-73.996521,40.750118,0
Manhattan,-73.948997,40.781548,-73.987656,40.734619,0
Manhattan,-74.002014,40.747501,-73.983887,40.733707,0
Manhattan,-74.004158,40.720932,-74.002304,40.718941,0
Manhattan,-73.978767,40.787605,-73.970604,40.793686,0
Manhattan,-73.998528,40.734959,-73.968315,40.767853,0
Queens,-73.9179,40.74329,-73.787079,40.639721,0
Manhattan,-73.956734,40.780708,-73.981903,40.773659,0
Manhattan,-73.990967,40.755516,-73.999306,40.734028,0
Manhattan,-73.964943,40.759754,-74.000069,40.72538,0
Manhattan,-73.969933,40.753845,-73.973198,40.750988,0
Manhattan,-73.957077,40.785992,-73.959137,40.783203,0
Manhattan,-73.993675,40.745781,-73.9925,40.737297,0
Manhattan,-74.000259,40.742813,-73.967545,40.752666,0
Brooklyn,-73.983315,40.693787,-73.99276,40.723793,0
Manhattan,-73.987106,40.72924,-73.994148,40.751411,0
Manhattan,-73.96888,40.754337,-73.986305,40.749226,0
Manhattan,-73.977409,40.738323,-73.966805,40.76136,0
Manhattan,-73.955345,40.779739,-73.990067,40.748356,0
Queens,-73.781372,40.644928,-73.870903,40.774086,0
Brooklyn,-73.996361,40.686169,-73.988312,40.724094,0
Manhattan,-73.958313,40.816196,-73.95179,40.804321,0
Manhattan,-73.999702,40.761246,-73.99115,40.751293,0
Manhattan,-73.996986,40.723946,-74.006149,40.738743,0
Manhattan,-73.977097,40.752598,-73.989624,40.773003,0
Manhattan,-73.980537,40.767433,-74.008575,40.74564,0
Manhattan,-73.998886,40.753036,-73.982765,40.767174,0
Manhattan,-73.996895,40.722954,-73.999908,40.721752,0
Queens,-73.89666,40.754448,-73.90126,40.745884,0
Manhattan,-73.973595,40.750931,-73.943657,40.77037,0
Queens,-73.789429,40.646862,-73.972328,40.758846,0
Manhattan,-73.951996,40.7663,-73.987968,40.75695,0
Queens,-73.910583,40.769222,-73.91143,40.7197,0
Manhattan,-73.980225,40.748405,-73.99292,40.749466,0
Manhattan,-73.984344,40.742657,-73.984138,40.743282,0
Manhattan,-73.952896,40.783241,-73.791519,40.644852,0
Manhattan,-73.993004,40.759422,-73.960915,40.811752,0
Manhattan,-73.992172,40.743633,-73.865776,40.770988,0
Manhattan,-73.966766,40.803982,-73.944008,40.792999,0
Manhattan,-73.977333,40.750343,-73.988914,40.741604,0
Manhattan,-73.976189,40.790676,-73.870697,40.772194,0
Manhattan,-73.986794,40.734066,-73.97921,40.746262,0
Manhattan,-73.98288,40.743412,-73.977821,40.739246,0
Manhattan,-74.008286,40.703781,-73.862572,40.767227,0
Manhattan,-73.967094,40.793571,-73.96666,40.764168,0
Manhattan,-73.973083,40.756268,-73.940575,40.75069,0
Manhattan,-73.984886,40.753582,-74.012756,40.71841,0
Manhattan,-74.005951,40.735161,-73.981461,40.765511,0
Manhattan,-73.950996,40.77063,-73.952286,40.768921,0
Manhattan,-73.980858,40.765965,-73.992775,40.766121,0
Manhattan,-73.982719,40.771534,-74.00029,40.755962,0
Manhattan,-73.989449,40.762814,-73.973671,40.640976,0
Manhattan,-73.986397,40.733067,-74.002113,40.755852,0
Queens,-73.781982,40.644669,-73.978584,40.741043,0
Manhattan,-73.950432,40.786591,-73.952377,40.783436,0
Manhattan,-74.015305,40.709297,-74.000603,40.752563,0
Manhattan,-73.969788,40.799915,-73.972305,40.794128,0
Manhattan,-73.985359,40.7598,-73.988983,40.736553,0
Manhattan,-73.954041,40.775311,-73.991402,40.750431,0
Manhattan,-74.000519,40.722511,-74.005249,40.722633,0
Manhattan,-73.975471,40.750233,-73.95533,40.765934,0
Manhattan,-73.979912,40.752926,-73.989555,40.757393,0
Manhattan,-73.990326,40.741959,-73.993355,40.752258,0
Manhattan,-73.954178,40.765831,-73.87072,40.77211,0
Manhattan,-73.922531,40.793968,-73.980301,40.766659,0
Manhattan,-74.000633,40.727165,-73.98822,40.731712,0
Manhattan,-73.986008,40.757576,-74.000351,40.761696,0
Manhattan,-73.959496,40.77713,-73.98159,40.752522,0
Manhattan,-73.972885,40.79501,-73.932999,40.802528,0
Manhattan,-73.96373,40.757343,-73.958694,40.773037,0
Queens,-73.776459,40.645088,0,0,0
Manhattan,-74.005791,40.727264,-73.994797,40.750095,0
Queens,-73.918159,40.771496,-73.918869,40.778751,0
Manhattan,-73.98214,40.751839,-73.96302,40.772514,0
Manhattan,-73.971062,40.757069,-73.998283,40.756924,0
Manhattan,-73.996246,40.744507,-73.984238,40.732006,0
Manhattan,-73.971573,40.746548,-73.975922,40.759617,0
Manhattan,-74.001274,40.719955,-74.005257,40.715843,0
Manhattan,-73.958466,40.800488,-73.946228,40.806564,0
Manhattan,-73.981277,40.768082,-73.976044,40.788853,0
Manhattan,-73.999367,40.733875,-73.981468,40.753502,0
Manhattan,-73.989189,40.775284,-73.970337,40.758816,0
Manhattan,-73.985092,40.732246,-73.988525,40.728142,0
Manhattan,-73.989853,40.741402,-73.99189,40.735199,0
Manhattan,-73.999001,40.744534,-73.957733,40.776962,0
Manhattan,-73.962555,40.763531,-73.982193,40.741646,0
Queens,-73.913811,40.756569,-73.919136,40.759117,0
Manhattan,-74.003387,40.723835,-73.791893,40.644444,0
Manhattan,-73.984352,40.740307,-73.776985,40.644703,0
Manhattan,-73.965569,40.762596,-73.940674,40.824482,0
Manhattan,-73.970245,40.756512,-73.956207,40.763401,0
Manhattan,-73.991692,40.750343,-73.998749,40.755192,0
Manhattan,-73.944725,40.778965,-73.954773,40.765347,0
Manhattan,-73.98658,40.759659,-73.999931,40.757462,0
Manhattan,-73.986435,40.771641,-74.008804,40.742512,0
Manhattan,-73.987045,40.754669,-74.005142,40.729446,0
Manhattan,-73.965919,40.762058,-73.960022,40.766087,0
Manhattan,-73.959335,40.814697,-73.962219,40.813057,0
Manhattan,-73.984604,40.756508,-73.998909,40.759914,0
Manhattan,-73.948814,40.774246,-73.861786,40.768452,0
Manhattan,-73.987839,40.779427,-73.954674,40.777962,0
Manhattan,-73.982536,40.764133,-73.998451,40.759483,0
Brooklyn,-73.95002,40.702271,-73.953308,40.691196,0
Manhattan,-73.9888,40.741364,-73.973358,40.761124,0
Manhattan,-73.984428,40.76889,-73.991158,40.750778,0
Manhattan,-74.004494,40.737778,-73.990433,40.756836,0
Manhattan,-73.960876,40.756527,-73.785431,40.645473,0
Manhattan,-73.952744,40.779778,-73.975922,40.758099,0
Manhattan,-74.007271,40.741749,-73.995857,40.758938,0
Manhattan,-73.962067,40.805279,-73.985794,40.770119,0
Manhattan,-73.978333,40.754467,-73.979118,40.754749,0
Queens,-73.783455,40.648712,-73.95787,40.743416,0
Queens,-73.79071,40.645302,-74.007751,40.644211,0
Manhattan,-73.956245,40.781811,-73.956505,40.766453,0
Queens,-73.86261,40.768284,-74.001045,40.757523,0
Manhattan,-73.992905,40.724243,-73.977562,40.74543,0
Manhattan,-73.958725,40.780838,-73.973114,40.755169,0
Manhattan,-73.966293,40.794495,-73.977371,40.779324,0
Manhattan,-73.9459,40.772621,-73.9459,40.772621,0
Manhattan,-73.991997,40.756741,-73.998291,40.760723,0
Manhattan,-73.97686,40.759274,-73.949455,40.777847,0
Manhattan,-73.941757,40.798542,-73.981476,40.721226,0
Manhattan,-74.005058,40.719055,-73.982735,40.727047,0
Manhattan,-73.947731,40.771091,-73.938766,40.804947,0
Manhattan,-73.976379,40.758057,-73.873589,40.771454,0
Manhattan,-74.00209,40.746849,-74.004906,40.748093,0
Manhattan,-73.972351,40.762421,-73.962265,40.773941,0
Manhattan,-73.971748,40.750439,-73.991524,40.749119,0
Manhattan,-73.987465,40.729477,-73.993736,40.732731,0
Manhattan,-73.981621,40.763546,-73.982025,40.778233,0
Manhattan,-73.989937,40.757118,-73.965202,40.765938,0
Manhattan,-73.982819,40.739265,-73.980148,40.760551,0
Manhattan,-74.008102,40.71487,-74.008163,40.745281,0
Manhattan,-73.987396,40.716187,-73.995804,40.717419,0
Manhattan,-73.936867,40.813694,-73.952713,40.803146,0
Manhattan,-73.949837,40.772297,-73.976707,40.728901,0
Manhattan,-73.991913,40.750301,-73.991913,40.750301,0
Manhattan,-73.97731,40.787144,-73.967247,40.766891,0
Manhattan,-73.979004,40.762798,-73.981918,40.768429,0
Manhattan,-73.968124,40.755363,-73.991837,40.749798,0
Manhattan,-73.984665,40.779415,-73.980629,40.753391,0
Manhattan,-73.997681,40.761513,-73.997017,40.725376,0
Manhattan,-73.979362,40.786606,-73.987518,40.775654,0
Manhattan,-73.981728,40.77972,-73.989929,40.751392,0
Manhattan,-73.983788,40.737995,-73.8722,40.774231,0
Manhattan,-73.990944,40.72789,-74.011459,40.712551,0
Manhattan,-73.961212,40.764942,-73.984665,40.732475,0
Manhattan,-73.987122,40.759441,-73.998322,40.73035,0
Manhattan,-73.983025,40.757595,-73.961617,40.77964,0
Queens,-73.906128,40.772919,-73.975334,40.758026,0
Manhattan,-73.989403,40.753014,-74.01416,40.709564,0
Manhattan,-73.980667,40.76482,-74.01429,40.709541,0
Manhattan,-73.961456,40.774376,-73.951378,40.774773,0
Manhattan,-73.985008,40.747326,-73.988373,40.747448,0
Manhattan,-73.964127,40.792519,-73.95311,40.80756,0
Manhattan,-73.999641,40.738625,-73.996223,40.748196,0
Queens,-73.919418,40.743374,-74.001175,40.739208,0
Manhattan,-73.941933,40.786976,-73.952461,40.776657,0
Manhattan,-73.970421,40.798874,-73.955132,40.785988,0
Manhattan,-73.983467,40.730061,-73.990044,40.736992,0
Manhattan,-73.985115,40.762878,-74.004807,40.757053,0
Manhattan,-73.989655,40.725842,-73.980743,40.680763,0
Manhattan,-73.978828,40.787476,-73.982277,40.776245,0
Manhattan,-73.957199,40.770184,-73.976486,40.74416,0
Manhattan,-73.975578,40.763924,-73.991669,40.749157,0
Manhattan,-73.984695,40.769058,-73.980461,40.761642,0
Manhattan,-73.985924,40.75996,-73.991127,40.750557,0
Manhattan,-74.002846,40.728638,-73.956558,40.766731,0
Brooklyn,-73.995705,40.695545,-74.008545,40.742836,0
Manhattan,-73.981735,40.752296,-73.995369,40.722027,0
Manhattan,-73.988602,40.756847,-74.001854,40.756161,0
Manhattan,-73.987213,40.763103,-73.994537,40.750458,0
Manhattan,-73.949051,40.797142,-73.935143,40.750484,0
Manhattan,-73.987503,40.738289,-73.781799,40.647213,0
Brooklyn,-73.990662,40.701584,-73.942589,40.656071,0
Manhattan,-73.985374,40.754086,-73.960281,40.778282,0
Manhattan,-73.987816,40.732178,-74.015785,40.717682,0
Manhattan,-74.000381,40.747723,-74.000381,40.747723,0
Manhattan,-73.980263,40.723938,-73.790909,40.646603,0
Manhattan,-73.974564,40.758156,-74.000648,40.758148,0
Manhattan,-73.991318,40.770336,-73.956161,40.763313,0
Brooklyn,-73.991226,40.697193,-73.991417,40.7472,0
Manhattan,-73.964798,40.806774,-73.973557,40.794586,0
Manhattan,-73.978149,40.745522,-73.973465,40.75415,0
Manhattan,-73.983803,40.760727,-73.99984,40.758823,0
Manhattan,-73.982079,40.77269,-73.983528,40.770817,0
Manhattan,-73.961128,40.765076,-73.97744,40.742413,0
Manhattan,-73.954582,40.765678,-73.980614,40.782391,0
Manhattan,-74.016251,40.715412,-73.991142,40.751686,0
Manhattan,-73.99131,40.756184,-73.989876,40.757271,0
Manhattan,-73.984863,40.757008,-73.98037,40.783096,0
Manhattan,-73.980057,40.7323,-73.96814,40.759132,0
Manhattan,-73.991379,40.749683,-73.973946,40.755806,0
Manhattan,-73.969078,40.7668,-73.965858,40.771194,0
Manhattan,-73.948181,40.789543,-73.958786,40.768993,0
Manhattan,-73.966461,40.752865,-73.979218,40.77758,0
Manhattan,-73.962509,40.767391,-73.959213,40.774242,0
Manhattan,-73.988625,40.72261,-74.006409,40.738506,0
Manhattan,-73.974976,40.790131,-73.98806,40.735409,0
Manhattan,-73.980133,40.743526,-73.97908,40.740173,0
Manhattan,-74.001114,40.731602,-74.013763,40.715157,0
Manhattan,-73.977226,40.729076,-74.010422,40.703209,0
Manhattan,-73.952316,40.768555,-73.973427,40.756813,0
Manhattan,-74.009285,40.715111,-74.009285,40.710796,0
Manhattan,-73.977509,40.763863,-74.003647,40.73814,0
Manhattan,-73.991005,40.755985,-73.974075,40.74873,0
Manhattan,-73.99234,40.73592,-74.002396,40.739761,0
Manhattan,-73.987091,40.733234,-73.972282,40.750877,0
Manhattan,-73.996323,40.738121,-73.989601,40.747826,0
Queens,-73.793945,40.656521,0,0,0
Manhattan,-73.985886,40.717922,-73.984268,40.728836,0
Manhattan,-73.974815,40.761608,-73.981934,40.768764,0
Manhattan,-73.973991,40.791355,-73.980865,40.781586,0
Manhattan,-73.980011,40.765762,-73.984024,40.73436,0
Queens,-73.874596,40.774124,-74.00116,40.757118,0
Manhattan,-73.982109,40.748341,-73.975464,40.758121,0
Manhattan,-73.993538,40.756416,-73.990707,40.750782,0
Queens,-73.776695,40.645214,-73.938087,40.683113,0
Manhattan,-73.984787,40.768566,-73.993362,40.757374,0
Manhattan,-73.965324,40.803856,-73.975571,40.791801,0
Manhattan,-73.982635,40.772755,-73.979286,40.777557,0
Manhattan,-73.977463,40.78632,-73.977547,40.765827,0
Manhattan,-73.989136,40.76836,-73.994583,40.752468,0
Manhattan,-73.999573,40.723724,-73.999573,40.723724,0
Manhattan,-73.964882,40.760086,-73.93058,40.752907,0
Brooklyn,-73.979111,40.686565,-73.98938,40.76799,0
Manhattan,-73.959267,40.771946,-73.961716,40.770817,0
Manhattan,-73.992882,40.723278,-73.989662,40.747986,0
Manhattan,-73.973999,40.751278,-73.962929,40.758095,0
Manhattan,-73.972351,40.749851,-74.011833,40.701633,0
Manhattan,-73.957413,40.769978,-73.98098,40.767849,0
Manhattan,-73.985703,40.736126,-73.971924,40.757359,0
Manhattan,-73.975082,40.741547,-73.951843,40.771927,0
Manhattan,-73.975433,40.737053,-73.966225,40.756222,0
Manhattan,-74.000145,40.761856,-73.992027,40.744087,0
Manhattan,-73.96035,40.773876,-73.984421,40.760738,0
Manhattan,-73.964836,40.775314,-73.972969,40.795338,0
Manhattan,-73.951042,40.774502,-73.99015,40.748398,0
Manhattan,-73.986176,40.757713,-73.978775,40.754787,0
Manhattan,-74.00415,40.707561,-73.807602,40.666111,0
Manhattan,-73.981972,40.771374,-73.976807,40.787491,0
Manhattan,-74.007332,40.743443,-73.985344,40.757317,0
Manhattan,-74.004776,40.734577,-73.991318,40.754963,0
Brooklyn,-73.99411,40.682537,-73.994072,40.690975,0
Manhattan,-73.973755,40.755501,-73.994118,40.756607,0
Manhattan,-73.956772,40.780884,-73.957855,40.779373,0
Manhattan,-73.979782,40.786221,-73.962875,40.809116,0
Manhattan,-73.992767,40.740475,-74.006187,40.733021,0
Manhattan,-73.944359,40.783016,-73.882027,40.768806,0
Manhattan,-73.990646,40.731319,-73.957275,40.782806,0
Manhattan,-73.960251,40.766106,-73.98732,40.749722,0
Manhattan,-73.991447,40.730217,-73.973999,40.760254,0
Manhattan,-73.991425,40.74966,-74.011307,40.708218,0
Manhattan,-73.961365,40.801628,-73.964767,40.796665,0
Manhattan,-73.960403,40.765892,-73.97155,40.756481,0
Queens,-73.776733,40.645397,-73.915497,40.615608,0
Manhattan,-73.987297,40.74448,-73.789902,40.643162,0
Manhattan,-73.990921,40.755844,-73.999977,40.734673,0
Manhattan,-73.948853,40.782593,-73.937424,40.804447,0
Manhattan,-73.973251,40.756214,-74.001831,40.755768,0
Manhattan,-73.999237,40.738297,-73.985703,40.731232,0
Manhattan,-73.986366,40.757328,-74.015373,40.714928,0
Manhattan,-73.965515,40.762562,-73.973129,40.759949,0
Manhattan,-73.995628,40.759277,-73.9972,40.712212,0
Brooklyn,-73.966309,40.689671,-73.972488,40.764992,0
Manhattan,-73.998886,40.734516,-73.981041,40.759541,0
Manhattan,-73.933495,40.802933,-73.941162,40.787937,0
Manhattan,-73.988968,40.758141,-74.176765,40.69289,0
Manhattan,-74.003746,40.716995,-74.008087,40.747833,0
Manhattan,-73.986099,40.722427,-73.989227,40.741474,0
Manhattan,-73.977188,40.74707,-73.95546,40.776661,0
Manhattan,-73.976463,40.78241,-73.986794,40.753716,0
Queens,-73.953865,40.744156,-73.988174,40.721333,0
Manhattan,-73.992172,40.75605,-73.986313,40.760708,0
Manhattan,-73.95639,40.767212,-73.953117,40.779655,0
Manhattan,-73.948341,40.778297,-73.984619,40.76424,0
Manhattan,-73.979225,40.744217,-73.961555,40.779518,0
Manhattan,-73.952339,40.772743,-73.983101,40.735016,0
Queens,-73.776672,40.645199,-73.949081,40.773769,0
Manhattan,-73.962448,40.772865,-73.952972,40.771702,0
Manhattan,-73.968056,40.761948,-73.998787,40.742252,0
Manhattan,-73.986282,40.750378,-74.001335,40.756374,0
Manhattan,-73.952042,40.773159,-73.952545,40.789551,0
Manhattan,-73.9785,40.76432,-73.790192,40.646843,0
Manhattan,-73.957642,40.768536,-73.785103,40.645618,0
Manhattan,-73.981552,40.757244,-73.952286,40.766483,0
Manhattan,-73.962402,40.799957,-73.971367,40.788826,0
