Origin,Orig Long,Orig Lat,Destination,Dest Long,Dest Lat,Times
Queens,-73.786133,40.641617,Manhattan,-73.984695,40.749336,0
Manhattan,-73.976578,40.755226,Queens,-73.782288,40.648739,0
Manhattan,-73.973869,40.788971,Manhattan,-73.973831,40.791252,0
Manhattan,-73.972023,40.794418,Manhattan,-73.937218,40.810432,0
Manhattan,-73.952003,40.780052,Manhattan,-73.987068,40.733253,0
Queens,-73.911507,40.768162,Manhattan,-73.93705,40.799244,0
Queens,-73.783524,40.646599,Manhattan,-73.949394,40.786083,0
Manhattan,-73.99157,40.759605,Manhattan,-73.954353,40.770611,0
Manhattan,-73.981041,40.779621,Manhattan,-73.95694,40.774841,0
Manhattan,-73.995857,40.738556,Manhattan,-73.976929,40.765942,0
Manhattan,-73.983704,40.743946,Manhattan,-73.974045,40.76318,0
Manhattan,-73.990715,40.756176,Manhattan,-73.995369,40.769493,0
Manhattan,-73.958496,40.760452,Manhattan,-73.971046,40.754997,0
Manhattan,-73.995499,40.762886,Manhattan,-73.991425,40.757847,0
Manhattan,-73.991364,40.739262,Manhattan,-74.000542,40.720818,0
Manhattan,-74.005966,40.735191,Manhattan,-73.962212,40.779179,0
Manhattan,-73.990807,40.728313,Queens,-73.954002,40.742142,0
Manhattan,-74.000877,40.731686,Manhattan,-73.989433,40.747375,0
Manhattan,-73.955688,40.772728,Queens,-73.778427,40.644981,0
Manhattan,-73.988678,40.731125,Manhattan,-73.985199,40.747139,0
Manhattan,-73.984818,40.765556,Manhattan,-73.974907,40.759628,0
Queens,-73.903297,40.770966,Manhattan,-74.001503,40.755566,0
Manhattan,-73.959244,40.77515,Manhattan,-73.992882,40.749474,0
Manhattan,-73.970139,40.785797,Manhattan,-73.96328,40.762142,0
Manhattan,-73.95163,40.809399,Manhattan,-73.963554,40.808342,0
Manhattan,-73.954323,40.774418,Manhattan,-73.98439,40.736214,0
Manhattan,-73.995514,40.744118,Manhattan,-74.002808,40.747147,0
Manhattan,-74.006027,40.735146,Manhattan,-73.98909,40.768326,0
Manhattan,-74.003975,40.747547,Manhattan,-73.979858,40.751785,0
Manhattan,-73.97599,40.7812,Manhattan,-73.96769,40.801514,0
Manhattan,-73.954979,40.804241,Manhattan,-73.949913,40.802128,0
Queens,-73.897598,40.754036,Queens,-73.897598,40.754036,0
Manhattan,-73.975388,40.792061,Manhattan,-73.982681,40.782166,0
Manhattan,-73.978401,40.736961,Manhattan,-73.976845,40.764526,0
Manhattan,-73.981544,40.778767,Manhattan,-73.971794,40.79121,0
Manhattan,-74.000618,40.720654,Manhattan,-73.989159,40.745514,0
Manhattan,-73.955444,40.776527,Manhattan,-73.972382,40.796436,0
Manhattan,-73.992218,40.735546,Manhattan,-73.999367,40.738708,0
Queens,-73.783592,40.648773,Brooklyn,-73.957024,40.714386,0
Manhattan,-73.955559,40.757042,Manhattan,-73.971649,40.750462,0
Manhattan,-74.014893,40.717278,Manhattan,-74.016953,40.704887,0
Manhattan,-73.993896,40.76173,Manhattan,-73.980774,40.775139,0
Manhattan,-73.970505,40.788857,Manhattan,-73.954544,40.778183,0
Manhattan,-73.988144,40.764473,Manhattan,-73.992455,40.758373,0
Manhattan,-73.970833,40.761536,Manhattan,-74.003281,40.736214,0
Manhattan,-73.973366,40.795074,Manhattan,-73.965057,40.791847,0
Manhattan,-73.993774,40.761665,Manhattan,-73.986176,40.772247,0
Manhattan,-73.993492,40.757099,Manhattan,-73.98896,40.753094,0
Manhattan,-73.981216,40.769035,Manhattan,-73.99736,40.724449,0
Manhattan,-73.991623,40.744957,Manhattan,-73.978195,40.754406,0
Manhattan,-73.956512,40.778271,Manhattan,-73.979103,40.772568,0
Manhattan,-73.98793,40.779663,Manhattan,-73.975548,40.760433,0
Manhattan,-74.004677,40.741806,Manhattan,-73.989777,40.757809,0
Manhattan,-73.979347,40.739506,Manhattan,-73.993797,40.737057,0
Manhattan,-73.971512,40.794594,Manhattan,-73.944298,40.779922,0
Queens,-73.788292,40.647362,Brooklyn,-73.953285,40.735344,0
Manhattan,-73.965599,40.762291,Manhattan,-73.958252,40.765373,0
Manhattan,-73.965973,40.753296,Queens,-73.799538,40.645359,0
Manhattan,-73.975044,40.782585,Manhattan,-73.964485,40.777538,0
Queens,-73.789093,40.641605,Queens,-73.776474,40.64537,0
Manhattan,-73.966209,40.756016,Manhattan,-73.97979,40.749138,0
Manhattan,-73.992096,40.715717,Manhattan,-73.959778,40.762653,0
Queens,-73.864014,40.770042,Bronx,-73.912216,40.882122,0
Manhattan,-73.990814,40.734985,Brooklyn,-73.999252,40.684216,0
Manhattan,-73.975471,40.765656,Manhattan,-73.954681,40.76376,0
Manhattan,-73.958961,40.802166,Manhattan,-73.956879,40.785107,0
Manhattan,-73.960342,40.766373,Manhattan,-73.954887,40.764042,0
Queens,-73.778336,40.646763,Manhattan,-73.943054,40.836639,0
Queens,-73.786667,40.644394,Queens,-73.852379,40.753475,0
Manhattan,-73.962791,40.760788,Manhattan,-73.990379,40.757042,0
Manhattan,-73.979652,40.766357,Manhattan,-73.942337,40.841648,0
Manhattan,-73.985062,40.769154,Manhattan,-73.997391,40.762074,0
Queens,-73.788017,40.64151,Queens,-73.746361,40.76704,0
Manhattan,-73.995499,40.754753,Brooklyn,-73.929169,40.700367,0
Manhattan,-73.9785,40.763268,Manhattan,-73.998741,40.759888,0
Manhattan,-73.997581,40.764133,Queens,-73.926224,40.771774,0
Manhattan,-73.978714,40.789368,Manhattan,-73.954292,40.764061,0
Manhattan,-73.990982,40.749535,Queens,-73.94693,40.745502,0
Manhattan,-74.003914,40.747952,Manhattan,-73.980659,40.760269,0
Manhattan,-73.991051,40.751156,Manhattan,-73.976707,40.745411,0
Manhattan,-73.994057,40.751865,Manhattan,-73.983795,40.765339,0
Queens,-73.786026,40.641632,Queens,-73.865051,40.768929,0
Manhattan,-74.000206,40.738087,Manhattan,-73.989204,40.721806,0
Manhattan,-73.984215,40.727158,Manhattan,-73.992783,40.745686,0
Manhattan,-73.972656,40.756611,Queens,-73.861839,40.767342,0
Manhattan,-73.987679,40.770592,Queens,-73.786583,40.640095,0
Manhattan,-74.000359,40.730576,Manhattan,-73.986755,40.763832,0
Manhattan,-73.993256,40.740448,Manhattan,-73.985046,40.732426,0
Manhattan,-74.01487,40.714653,Manhattan,-74.009438,40.714699,0
Manhattan,-73.963799,40.756771,Manhattan,-73.973846,40.762047,0
Manhattan,-73.956024,40.780132,Manhattan,-73.948792,40.777828,0
Manhattan,-73.986511,40.75845,Manhattan,-73.999725,40.758888,0
Manhattan,-73.991493,40.729801,Queens,-73.870354,40.773209,0
Manhattan,-73.993973,40.75116,Brooklyn,-73.945412,40.719292,0
Manhattan,-73.961838,40.776028,Manhattan,-73.979584,40.783802,0
Brooklyn,-73.979286,40.665684,Brooklyn,-73.995872,40.678787,0
Queens,-73.781799,40.644669,Brooklyn,-73.940918,40.625027,0
Manhattan,-73.944298,40.787941,Manhattan,-73.981529,40.737049,0
Manhattan,-73.982124,40.722294,Queens,-73.923233,40.77533,0
Manhattan,-73.988663,40.728966,Manhattan,-73.995903,40.762466,0
Manhattan,-74.002136,40.751842,Manhattan,-73.972687,40.753662,0
Manhattan,-73.951714,40.773697,Manhattan,-73.976311,40.751942,0
Manhattan,-73.981255,40.765854,Manhattan,-74.000359,40.757504,0
Manhattan,-73.980263,40.764828,Manhattan,-73.977661,40.783657,0
Manhattan,-73.981483,40.768391,Manhattan,-73.971786,40.781937,0
Queens,-73.781982,40.644672,Queens,-73.860069,40.570938,0
Manhattan,-73.980034,40.783623,Manhattan,-73.953682,40.767017,0
Manhattan,-73.969467,40.761208,Manhattan,-73.99353,40.751423,0
Manhattan,-73.986221,40.730705,Manhattan,-73.986198,40.7523,0
Manhattan,-73.978699,40.724129,Manhattan,-73.983772,40.729706,0
Brooklyn,-73.988739,40.693623,Manhattan,-73.993774,40.735176,0
Manhattan,-73.976494,40.790836,Manhattan,-73.977112,40.774651,0
Manhattan,-73.988693,40.778706,Manhattan,-73.977341,40.785271,0
Manhattan,-74.006279,40.739681,Manhattan,-73.981056,40.753574,0
Brooklyn,-73.974899,40.680737,Brooklyn,-73.965248,40.684513,0
Manhattan,-73.972916,40.75629,Manhattan,-73.993073,40.749626,0
Manhattan,-73.986107,40.758999,Manhattan,-73.999504,40.759388,0
Brooklyn,-73.986885,40.695995,Manhattan,-73.972832,40.744701,0
Manhattan,-73.986809,40.733936,Manhattan,-74.011284,40.729023,0
Manhattan,-74.006096,40.734543,Manhattan,-73.978195,40.734268,0
Manhattan,-74.001099,40.736786,Manhattan,-73.98201,40.777802,0
Manhattan,-73.967461,40.760216,Manhattan,-73.957359,40.773998,0
Queens,-73.923401,40.743603,Manhattan,-73.979164,40.746105,0
Manhattan,-73.973038,40.756382,Manhattan,-74.000137,40.758247,0
Manhattan,-73.995483,40.720879,Manhattan,-73.994431,40.752876,0
Manhattan,-73.987076,40.739361,Manhattan,-73.973404,40.752274,0
Manhattan,-73.996979,40.752518,Manhattan,-74.005226,40.740463,0
Manhattan,-73.990013,40.719196,Brooklyn,-73.958267,40.715439,0
Manhattan,-74.00354,40.738659,Manhattan,-73.985497,40.759724,0
Manhattan,-73.953606,40.785263,Manhattan,-73.973602,40.757214,0
Manhattan,-73.962105,40.773525,Manhattan,-73.990074,40.74828,0
Manhattan,-73.952301,40.778187,Manhattan,-73.989014,40.752903,0
Manhattan,-73.979233,40.783012,Queens,-73.789131,40.644688,0
Manhattan,-73.973099,40.75708,Manhattan,-73.991386,40.74987,0
Manhattan,-73.974701,40.742168,Manhattan,-73.973167,40.756004,0
Queens,-73.788162,40.641804,Brooklyn,-73.943474,40.708813,0
Manhattan,-73.986778,40.729809,Manhattan,-73.993393,40.727165,0
Manhattan,-73.963715,40.795319,Manhattan,-73.982048,40.778801,0
Manhattan,-73.974617,40.741943,Manhattan,-73.967392,40.787697,0
Manhattan,-73.972145,40.756271,Manhattan,-73.986115,40.748234,0
Manhattan,-73.994209,40.751289,Manhattan,-73.995064,40.769829,0
Manhattan,-73.971886,40.791866,Manhattan,-73.94693,40.780827,0
Manhattan,-73.990341,40.750977,Manhattan,-73.969749,40.753593,0
Queens,-73.913651,40.765606,Queens,-73.914513,40.775566,0
Manhattan,-73.977684,40.777012,Manhattan,-73.981102,40.779346,0
Queens,-73.779808,40.647121,Manhattan,-73.989189,40.752666,0
Queens,-73.945358,40.751053,Manhattan,-73.945,40.791058,0
Manhattan,-73.981857,40.760845,Manhattan,-73.963364,40.766064,0
Manhattan,-73.974716,40.787697,Manhattan,-73.98204,40.776211,0
Manhattan,-73.983803,40.757576,Manhattan,-73.984451,40.748547,0
Manhattan,-73.945663,40.807728,Manhattan,-73.942757,40.797012,0
Manhattan,-73.952507,40.772617,Manhattan,-73.959122,40.780182,0
Manhattan,-73.97757,40.751644,Manhattan,-73.961586,40.779728,0
Manhattan,-73.952522,40.780758,Manhattan,-73.953918,40.787212,0
Manhattan,-73.959053,40.790443,Manhattan,-73.969704,40.759937,0
Manhattan,-73.990776,40.730289,Manhattan,-73.978157,40.7519,0
Manhattan,-73.97966,40.739517,Manhattan,-73.990791,40.737328,0
Manhattan,-73.945572,40.778084,Manhattan,-73.949509,40.797112,0
Manhattan,-74.01059,40.720119,Manhattan,-74.000565,40.762253,0
Manhattan,-73.979134,40.764606,Manhattan,-73.998856,40.760063,0
Queens,-73.782166,40.644688,Manhattan,-73.960892,40.756641,0
Manhattan,-73.961624,40.76445,Manhattan,-73.978889,40.762012,0
Manhattan,-73.986717,40.721073,Manhattan,-74.012383,40.701519,0
Manhattan,-74.009811,40.705673,Manhattan,-73.968719,40.75032,0
Manhattan,-73.951874,40.77779,Manhattan,-73.99807,40.740448,0
Manhattan,-73.984863,40.728283,Brooklyn,-73.935204,40.714352,0
Manhattan,-74.017059,40.705639,Manhattan,-74.011253,40.713848,0
Manhattan,-73.959457,40.767433,Manhattan,-73.985558,40.749992,0
Manhattan,-73.973579,40.784657,Manhattan,-73.969055,40.795971,0
Manhattan,-73.979317,40.744003,Manhattan,-73.97377,40.751648,0
Manhattan,-73.950317,40.779751,Manhattan,-73.952309,40.77718,0
Manhattan,-74.014717,40.704796,Manhattan,-73.975594,40.786804,0
Manhattan,-73.976753,40.785046,Manhattan,-73.976006,40.786072,0
Manhattan,-73.986641,40.757126,Manhattan,-73.98764,40.735474,0
Manhattan,-73.981049,40.781822,Queens,-73.863998,40.769386,0
Manhattan,-73.999046,40.761356,Manhattan,-73.981316,40.760605,0
Manhattan,-74.001221,40.721329,Manhattan,-73.98748,40.767029,0
Manhattan,-73.983154,40.760101,Manhattan,-73.999397,40.752312,0
Manhattan,-73.988419,40.723354,Manhattan,-73.977089,40.734791,0
Manhattan,-73.95639,40.763817,Manhattan,-73.98999,40.75684,0
Manhattan,-73.985222,40.768421,Manhattan,-73.966248,40.804688,0
Manhattan,-73.960823,40.777927,Manhattan,-73.992989,40.752052,0
Queens,-73.788223,40.647472,Manhattan,-73.978661,40.762268,0
Manhattan,-73.973473,40.747646,Queens,-73.870773,40.774029,0
Manhattan,-73.994118,40.754417,Manhattan,-73.97953,40.737659,0
Manhattan,-73.943024,40.840206,Manhattan,-73.947632,40.837769,0
Queens,-73.917404,40.771034,Manhattan,-73.933357,40.802761,0
Manhattan,-73.978966,40.736118,Manhattan,-73.976997,40.752007,0
Manhattan,-73.949272,40.780998,Manhattan,-73.975426,40.744499,0
Manhattan,-73.98513,40.779022,Manhattan,-73.979698,40.767147,0
Manhattan,-73.975365,40.752388,Manhattan,-73.952271,40.823826,0
Manhattan,-73.993263,40.742146,Manhattan,-73.978279,40.74284,0
Manhattan,-73.979012,40.787521,Manhattan,-73.977158,40.779736,0
Queens,-73.776718,40.645386,Queens,-73.774498,40.772423,0
Manhattan,-73.976135,40.740162,Manhattan,-73.984131,40.744034,0
Manhattan,-73.994576,40.750393,Manhattan,-73.937706,40.812614,0
Manhattan,-73.970795,40.74757,Manhattan,-73.98838,40.769531,0
Manhattan,-73.959549,40.773338,Manhattan,-73.953728,40.770786,0
Manhattan,-74.006203,40.733818,Manhattan,-73.962044,40.795216,0
Manhattan,-73.988579,40.740982,Manhattan,-74.005775,40.714241,0
Manhattan,-73.993889,40.752262,Manhattan,-73.989433,40.769394,0
Manhattan,-73.990196,40.761684,Manhattan,-74.002876,40.744221,0
Manhattan,-73.994141,40.751728,Manhattan,-73.990662,40.766121,0
Manhattan,-73.988983,40.721603,Manhattan,-74.006752,40.754356,0
Manhattan,-73.976181,40.733536,Manhattan,-73.998734,40.732388,0
Manhattan,-73.978851,40.746922,Manhattan,-73.994789,40.74522,0
Manhattan,-73.95713,40.802052,Manhattan,-73.966385,40.804081,0
Manhattan,-73.954994,40.765038,Manhattan,-73.965607,40.764507,0
Manhattan,-73.994904,40.760349,Manhattan,-73.973198,40.76429,0
Manhattan,-73.953957,40.756611,Queens,-73.78907,40.647278,0
Manhattan,-73.969757,40.757133,Manhattan,-73.998222,40.760738,0
Manhattan,-73.987823,40.720943,Manhattan,-73.99305,40.771046,0
Manhattan,-73.980728,40.739559,Manhattan,-73.975525,40.776695,0
Manhattan,-73.947578,40.771137,Manhattan,-73.962868,40.762779,0
Manhattan,-73.991577,40.727013,Manhattan,-73.991768,40.737801,0
Manhattan,-73.986099,40.756931,Manhattan,-73.999741,40.758999,0
Manhattan,-73.990021,40.719246,Manhattan,-74.003105,40.739975,0
Queens,-73.945808,40.750729,Manhattan,-73.991302,40.762047,0
Manhattan,-73.970284,40.748493,Manhattan,-73.958557,40.772686,0
Manhattan,-73.982513,40.768162,Bronx,-73.903557,40.813202,0
Manhattan,-73.953285,40.822708,Manhattan,-73.954811,40.805252,0
Manhattan,-74.008652,40.725883,Brooklyn,-73.97506,40.680706,0
Manhattan,-73.973595,40.792271,Manhattan,-73.98098,40.781776,0
Manhattan,-73.954849,40.765808,Manhattan,-73.942711,40.841496,0
Manhattan,-73.974205,40.757095,Manhattan,-73.975716,40.741413,0
Manhattan,-73.987465,40.758701,Manhattan,-73.997856,40.761429,0
Manhattan,-73.992683,40.750221,Manhattan,-73.981819,40.755848,0
Manhattan,-73.947578,40.764347,Queens,-73.831879,40.762646,0
Manhattan,-73.984451,40.77816,Manhattan,-73.975296,40.787361,0
Manhattan,-73.993942,40.767246,Manhattan,-73.999054,40.7598,0
Manhattan,-73.97831,40.728657,Manhattan,-74.013969,40.704594,0
Manhattan,-73.977699,40.734043,Manhattan,-73.951111,40.774204,0
Manhattan,-73.967064,40.800938,Manhattan,-73.961342,40.774582,0
Queens,-73.783684,40.638012,Queens,-73.778259,40.637997,0
Manhattan,-74.009903,40.711952,Manhattan,-74.014282,40.713562,0
Manhattan,-73.952301,40.772797,Manhattan,-73.952477,40.789341,0
Manhattan,-73.948036,40.804226,Manhattan,-73.942406,40.811935,0
Manhattan,-73.986336,40.739922,Manhattan,-73.975296,40.765106,0
Manhattan,-73.997414,40.744843,Manhattan,-73.99366,40.75185,0
Manhattan,-73.949913,40.780331,Queens,-73.871262,40.771706,0
Manhattan,-74.005615,40.717705,Manhattan,-74.000092,40.73278,0
Manhattan,-73.953438,40.779953,Manhattan,-73.947884,40.79583,0
Manhattan,-73.975594,40.765156,Manhattan,-73.965492,40.771366,0
Manhattan,-74.000305,40.742897,Manhattan,-74.003754,40.726166,0
Brooklyn,-73.951172,40.711426,Brooklyn,-73.992012,40.68655,0
Manhattan,-73.965775,40.76218,Manhattan,-73.960976,40.76873,0
Manhattan,-73.965202,40.806366,Manhattan,-73.986107,40.775791,0
Manhattan,-73.971085,40.748016,Manhattan,-73.961861,40.776367,0
Manhattan,-73.982285,40.731266,Manhattan,-74.005615,40.748405,0
Manhattan,-73.987549,40.724503,Manhattan,-73.974449,40.750889,0
Manhattan,-73.978111,40.745869,Manhattan,-73.975998,40.7607,0
Manhattan,-73.982346,40.766769,Manhattan,-73.976524,40.780563,0
Manhattan,-73.975677,40.776466,Manhattan,-74.003334,40.73605,0
Manhattan,-73.986305,40.740166,Manhattan,-73.991318,40.750626,0
Manhattan,-73.980446,40.73056,Manhattan,-73.994873,40.750099,0
Manhattan,-73.981544,40.780968,Queens,-73.863342,40.767319,0
Manhattan,-73.952667,40.783497,Manhattan,-73.978661,40.772488,0
Manhattan,-73.980461,40.732143,Manhattan,-73.96386,40.756916,0
Manhattan,-73.993225,40.731178,Manhattan,-73.963043,40.772327,0
Manhattan,-74.000359,40.761646,Manhattan,-73.996521,40.750118,0
Manhattan,-73.948997,40.781548,Manhattan,-73.987656,40.734619,0
Manhattan,-74.002014,40.747501,Manhattan,-73.983887,40.733707,0
Manhattan,-74.004158,40.720932,Manhattan,-74.002304,40.718941,0
Manhattan,-73.978767,40.787605,Manhattan,-73.970604,40.793686,0
Manhattan,-73.998528,40.734959,Manhattan,-73.968315,40.767853,0
Queens,-73.9179,40.74329,Queens,-73.787079,40.639721,0
Manhattan,-73.956734,40.780708,Manhattan,-73.981903,40.773659,0
Manhattan,-73.990967,40.755516,Manhattan,-73.999306,40.734028,0
Manhattan,-73.964943,40.759754,Manhattan,-74.000069,40.72538,0
Manhattan,-73.969933,40.753845,Manhattan,-73.973198,40.750988,0
Manhattan,-73.957077,40.785992,Manhattan,-73.959137,40.783203,0
Manhattan,-73.993675,40.745781,Manhattan,-73.9925,40.737297,0
Manhattan,-74.000259,40.742813,Manhattan,-73.967545,40.752666,0
Brooklyn,-73.983315,40.693787,Manhattan,-73.99276,40.723793,0
Manhattan,-73.987106,40.72924,Manhattan,-73.994148,40.751411,0
Manhattan,-73.96888,40.754337,Manhattan,-73.986305,40.749226,0
Manhattan,-73.977409,40.738323,Manhattan,-73.966805,40.76136,0
Manhattan,-73.955345,40.779739,Manhattan,-73.990067,40.748356,0
Queens,-73.781372,40.644928,Queens,-73.870903,40.774086,0
Brooklyn,-73.996361,40.686169,Manhattan,-73.988312,40.724094,0
Manhattan,-73.958313,40.816196,Manhattan,-73.95179,40.804321,0
Manhattan,-73.999702,40.761246,Manhattan,-73.99115,40.751293,0
Manhattan,-73.996986,40.723946,Manhattan,-74.006149,40.738743,0
Manhattan,-73.977097,40.752598,Manhattan,-73.989624,40.773003,0
Manhattan,-73.980537,40.767433,Manhattan,-74.008575,40.74564,0
Manhattan,-73.998886,40.753036,Manhattan,-73.982765,40.767174,0
Manhattan,-73.996895,40.722954,Manhattan,-73.999908,40.721752,0
Queens,-73.89666,40.754448,Queens,-73.90126,40.745884,0
Manhattan,-73.973595,40.750931,Manhattan,-73.943657,40.77037,0
Queens,-73.789429,40.646862,Manhattan,-73.972328,40.758846,0
Manhattan,-73.951996,40.7663,Manhattan,-73.987968,40.75695,0
Queens,-73.910583,40.769222,Queens,-73.91143,40.7197,0
Manhattan,-73.980225,40.748405,Manhattan,-73.99292,40.749466,0
Manhattan,-73.984344,40.742657,Manhattan,-73.984138,40.743282,0
Manhattan,-73.952896,40.783241,Queens,-73.791519,40.644852,0
Manhattan,-73.993004,40.759422,Manhattan,-73.960915,40.811752,0
Manhattan,-73.992172,40.743633,Queens,-73.865776,40.770988,0
Manhattan,-73.966766,40.803982,Manhattan,-73.944008,40.792999,0
Manhattan,-73.977333,40.750343,Manhattan,-73.988914,40.741604,0
Manhattan,-73.976189,40.790676,Queens,-73.870697,40.772194,0
Manhattan,-73.986794,40.734066,Manhattan,-73.97921,40.746262,0
Manhattan,-73.98288,40.743412,Manhattan,-73.977821,40.739246,0
Manhattan,-74.008286,40.703781,Queens,-73.862572,40.767227,0
Manhattan,-73.967094,40.793571,Manhattan,-73.96666,40.764168,0
Manhattan,-73.973083,40.756268,Queens,-73.940575,40.75069,0
Manhattan,-73.984886,40.753582,Manhattan,-74.012756,40.71841,0
Manhattan,-74.005951,40.735161,Manhattan,-73.981461,40.765511,0
Manhattan,-73.950996,40.77063,Manhattan,-73.952286,40.768921,0
Manhattan,-73.980858,40.765965,Manhattan,-73.992775,40.766121,0
Manhattan,-73.982719,40.771534,Manhattan,-74.00029,40.755962,0
Manhattan,-73.989449,40.762814,Brooklyn,-73.973671,40.640976,0
Manhattan,-73.986397,40.733067,Manhattan,-74.002113,40.755852,0
Queens,-73.781982,40.644669,Manhattan,-73.978584,40.741043,0
Manhattan,-73.950432,40.786591,Manhattan,-73.952377,40.783436,0
Manhattan,-74.015305,40.709297,Manhattan,-74.000603,40.752563,0
Manhattan,-73.969788,40.799915,Manhattan,-73.972305,40.794128,0
Manhattan,-73.985359,40.7598,Manhattan,-73.988983,40.736553,0
Manhattan,-73.954041,40.775311,Manhattan,-73.991402,40.750431,0
Manhattan,-74.000519,40.722511,Manhattan,-74.005249,40.722633,0
Manhattan,-73.975471,40.750233,Manhattan,-73.95533,40.765934,0
Manhattan,-73.979912,40.752926,Manhattan,-73.989555,40.757393,0
Manhattan,-73.990326,40.741959,Manhattan,-73.993355,40.752258,0
Manhattan,-73.954178,40.765831,Queens,-73.87072,40.77211,0
Manhattan,-73.922531,40.793968,Manhattan,-73.980301,40.766659,0
Manhattan,-74.000633,40.727165,Manhattan,-73.98822,40.731712,0
Manhattan,-73.986008,40.757576,Manhattan,-74.000351,40.761696,0
Manhattan,-73.959496,40.77713,Manhattan,-73.98159,40.752522,0
Manhattan,-73.972885,40.79501,Manhattan,-73.932999,40.802528,0
Manhattan,-73.96373,40.757343,Manhattan,-73.958694,40.773037,0
Manhattan,-74.005791,40.727264,Manhattan,-73.994797,40.750095,0
Queens,-73.918159,40.771496,Queens,-73.918869,40.778751,0
Manhattan,-73.98214,40.751839,Manhattan,-73.96302,40.772514,0
Manhattan,-73.971062,40.757069,Manhattan,-73.998283,40.756924,0
Manhattan,-73.996246,40.744507,Manhattan,-73.984238,40.732006,0
Manhattan,-73.971573,40.746548,Manhattan,-73.975922,40.759617,0
Manhattan,-74.001274,40.719955,Manhattan,-74.005257,40.715843,0
Manhattan,-73.958466,40.800488,Manhattan,-73.946228,40.806564,0
Manhattan,-73.981277,40.768082,Manhattan,-73.976044,40.788853,0
Manhattan,-73.999367,40.733875,Manhattan,-73.981468,40.753502,0
Manhattan,-73.989189,40.775284,Manhattan,-73.970337,40.758816,0
Manhattan,-73.985092,40.732246,Manhattan,-73.988525,40.728142,0
Manhattan,-73.989853,40.741402,Manhattan,-73.99189,40.735199,0
Manhattan,-73.999001,40.744534,Manhattan,-73.957733,40.776962,0
Manhattan,-73.962555,40.763531,Manhattan,-73.982193,40.741646,0
Queens,-73.913811,40.756569,Queens,-73.919136,40.759117,0
Manhattan,-74.003387,40.723835,Queens,-73.791893,40.644444,0
Manhattan,-73.984352,40.740307,Queens,-73.776985,40.644703,0
Manhattan,-73.965569,40.762596,Manhattan,-73.940674,40.824482,0
Manhattan,-73.970245,40.756512,Manhattan,-73.956207,40.763401,0
Manhattan,-73.991692,40.750343,Manhattan,-73.998749,40.755192,0
Manhattan,-73.944725,40.778965,Manhattan,-73.954773,40.765347,0
Manhattan,-73.98658,40.759659,Manhattan,-73.999931,40.757462,0
Manhattan,-73.986435,40.771641,Manhattan,-74.008804,40.742512,0
Manhattan,-73.987045,40.754669,Manhattan,-74.005142,40.729446,0
Manhattan,-73.965919,40.762058,Manhattan,-73.960022,40.766087,0
Manhattan,-73.959335,40.814697,Manhattan,-73.962219,40.813057,0
Manhattan,-73.984604,40.756508,Manhattan,-73.998909,40.759914,0
Manhattan,-73.948814,40.774246,Queens,-73.861786,40.768452,0
Manhattan,-73.987839,40.779427,Manhattan,-73.954674,40.777962,0
Manhattan,-73.982536,40.764133,Manhattan,-73.998451,40.759483,0
Brooklyn,-73.95002,40.702271,Brooklyn,-73.953308,40.691196,0
Manhattan,-73.9888,40.741364,Manhattan,-73.973358,40.761124,0
Manhattan,-73.984428,40.76889,Manhattan,-73.991158,40.750778,0
Manhattan,-74.004494,40.737778,Manhattan,-73.990433,40.756836,0
Manhattan,-73.960876,40.756527,Queens,-73.785431,40.645473,0
Manhattan,-73.952744,40.779778,Manhattan,-73.975922,40.758099,0
Manhattan,-74.007271,40.741749,Manhattan,-73.995857,40.758938,0
Manhattan,-73.962067,40.805279,Manhattan,-73.985794,40.770119,0
Manhattan,-73.978333,40.754467,Manhattan,-73.979118,40.754749,0
Queens,-73.783455,40.648712,Queens,-73.95787,40.743416,0
Queens,-73.79071,40.645302,Brooklyn,-74.007751,40.644211,0
Manhattan,-73.956245,40.781811,Manhattan,-73.956505,40.766453,0
Queens,-73.86261,40.768284,Manhattan,-74.001045,40.757523,0
Manhattan,-73.992905,40.724243,Manhattan,-73.977562,40.74543,0
Manhattan,-73.958725,40.780838,Manhattan,-73.973114,40.755169,0
Manhattan,-73.966293,40.794495,Manhattan,-73.977371,40.779324,0
Manhattan,-73.9459,40.772621,Manhattan,-73.9459,40.772621,0
Manhattan,-73.991997,40.756741,Manhattan,-73.998291,40.760723,0
Manhattan,-73.97686,40.759274,Manhattan,-73.949455,40.777847,0
Manhattan,-73.941757,40.798542,Manhattan,-73.981476,40.721226,0
Manhattan,-74.005058,40.719055,Manhattan,-73.982735,40.727047,0
Manhattan,-73.947731,40.771091,Manhattan,-73.938766,40.804947,0
Manhattan,-73.976379,40.758057,Queens,-73.873589,40.771454,0
Manhattan,-74.00209,40.746849,Manhattan,-74.004906,40.748093,0
Manhattan,-73.972351,40.762421,Manhattan,-73.962265,40.773941,0
Manhattan,-73.971748,40.750439,Manhattan,-73.991524,40.749119,0
Manhattan,-73.987465,40.729477,Manhattan,-73.993736,40.732731,0
Manhattan,-73.981621,40.763546,Manhattan,-73.982025,40.778233,0
Manhattan,-73.989937,40.757118,Manhattan,-73.965202,40.765938,0
Manhattan,-73.982819,40.739265,Manhattan,-73.980148,40.760551,0
Manhattan,-74.008102,40.71487,Manhattan,-74.008163,40.745281,0
