id_origin,orig_long,orig_lat,espacio,id_destino,dest_long,dest_lat
102,-73.987915,40.744068,       ,105,-73.987915,40.744068
102,-74.00547,40.728577,       ,102,-74.00547,40.728577
102,-73.997368,40.709606,       ,103,-73.997368,40.709606
102,-73.927689,40.701855,       ,304,-73.927689,40.701855
102,-73.991806,40.754601,       ,104,-73.991806,40.754601
102,-74.004326,40.650917,       ,307,-74.004326,40.650917
102,-73.987892,40.750336,       ,105,-73.987892,40.750336
102,-73.994621,40.723892,       ,102,-73.994621,40.723892
102,-73.919632,40.754128,       ,401,-73.919632,40.754128
102,-73.997734,40.739216,       ,104,-73.997734,40.739216
102,-73.966927,40.764969,       ,108,-73.966927,40.764969
102,-73.988235,40.734985,       ,105,-73.988235,40.734985
102,-73.967941,40.767231,       ,108,-73.967941,40.767231
102,-73.981499,40.759571,       ,105,-73.981499,40.759571
102,-74.004868,40.725876,       ,102,-74.004868,40.725876
102,-73.97258,40.757668,       ,105,-73.97258,40.757668
102,-73.99176,40.726768,       ,102,-73.99176,40.726768
102,-74.002342,40.76054,       ,104,-74.002342,40.76054
102,-73.980515,40.734074,       ,106,-73.980515,40.734074
102,-73.944206,40.677578,       ,308,-73.944206,40.677578
102,-73.9832,40.785038,       ,107,-73.9832,40.785038
102,-73.957626,40.647762,       ,314,-73.957626,40.647762
102,-73.955002,40.768795,       ,108,-73.955002,40.768795
102,-73.984474,40.724781,       ,103,-73.984474,40.724781
102,-73.995796,40.645294,       ,312,-73.995796,40.645294
102,-74.017494,40.707012,       ,101,-74.017494,40.707012
102,-73.990829,40.728096,       ,103,-73.990829,40.728096
102,-73.858612,40.738861,       ,404,-73.858612,40.738861
102,-73.994179,40.724926,       ,102,-73.994179,40.724926
102,-73.922874,40.775536,       ,401,-73.922874,40.775536
102,-73.994881,40.680653,       ,306,-73.994881,40.680653
102,-73.98658,40.699909,       ,302,-73.98658,40.699909
102,-74.001755,40.728024,       ,102,-74.001755,40.728024
102,-73.980865,40.767757,       ,164,-73.980865,40.767757
102,-73.95311,40.69503,       ,303,-73.95311,40.69503
102,-74.001015,40.731644,       ,102,-74.001015,40.731644
102,-73.952927,40.783306,       ,108,-73.952927,40.783306
102,-74.004021,40.733437,       ,102,-74.004021,40.733437
102,-74.00367,40.759243,       ,104,-74.00367,40.759243
102,-73.95784,40.765144,       ,108,-73.95784,40.765144
102,-73.917068,40.878189,       ,208,-73.917068,40.878189
102,-73.997253,40.714424,       ,103,-73.997253,40.714424
102,-73.991096,40.696384,       ,302,-73.991096,40.696384
102,-73.968925,40.785946,       ,107,-73.968925,40.785946
102,-73.991684,40.74419,       ,105,-73.991684,40.74419
102,-73.978943,40.749866,       ,106,-73.978943,40.749866
102,-73.981895,40.778374,       ,107,-73.981895,40.778374
102,-74.017235,40.709888,       ,101,-74.017235,40.709888
102,-73.978477,40.750351,       ,106,-73.978477,40.750351
102,-73.976028,40.755062,       ,105,-73.976028,40.755062
102,-73.998711,40.727127,       ,102,-73.998711,40.727127
102,-73.981285,40.760647,       ,105,-73.981285,40.760647
102,-73.954407,40.778278,       ,108,-73.954407,40.778278
102,-73.989059,40.716873,       ,103,-73.989059,40.716873
102,-73.976723,40.751759,       ,105,-73.976723,40.751759
102,-73.922859,40.74345,       ,402,-73.922859,40.74345
102,-73.78212,40.648693,       ,483,-73.78212,40.648693
102,-73.999115,40.726589,       ,102,-73.999115,40.726589
102,-73.999786,40.734509,       ,102,-73.999786,40.734509
102,-74.000427,40.727318,       ,102,-74.000427,40.727318
102,-73.924561,40.693142,       ,304,-73.924561,40.693142
102,-73.956467,40.708767,       ,301,-73.956467,40.708767
102,-74.004974,40.716496,       ,101,-74.004974,40.716496
102,-73.982071,40.769718,       ,107,-73.982071,40.769718
102,-73.982239,40.770309,       ,107,-73.982239,40.770309
102,-73.991653,40.744293,       ,105,-73.991653,40.744293
102,-73.975204,40.75695,       ,105,-73.975204,40.75695
102,-74.002304,40.7295,       ,102,-74.002304,40.7295
102,-73.993187,40.73254,       ,102,-73.993187,40.73254
102,-73.958855,40.709656,       ,301,-73.958855,40.709656
102,-74.007179,40.707355,       ,101,-74.007179,40.707355
102,-74.000977,40.74641,       ,104,-74.000977,40.74641
102,-73.877357,40.758511,       ,403,-73.877357,40.758511
102,-73.965096,40.755096,       ,106,-73.965096,40.755096
102,-74.004173,40.742573,       ,104,-74.004173,40.742573
102,-73.985725,40.752682,       ,105,-73.985725,40.752682
102,-73.977043,40.764576,       ,105,-73.977043,40.764576
102,-73.991272,40.723671,       ,103,-73.991272,40.723671
102,-73.986443,40.726593,       ,103,-73.986443,40.726593
102,-74.009705,40.710243,       ,101,-74.009705,40.710243
102,-73.922646,40.736992,       ,402,-73.922646,40.736992
102,-73.990318,40.757309,       ,104,-73.990318,40.757309
102,-73.979767,40.759644,       ,105,-73.979767,40.759644
102,-73.990479,40.733799,       ,102,-73.990479,40.733799
102,-73.971893,40.797104,       ,107,-73.971893,40.797104
102,-73.974785,40.763401,       ,105,-73.974785,40.763401
102,-74.015961,40.707836,       ,101,-74.015961,40.707836
102,-74.007996,40.707317,       ,101,-74.007996,40.707317
102,-73.99321,40.734951,       ,102,-73.99321,40.734951
102,-73.99263,40.723721,       ,103,-73.99263,40.723721
102,-73.989311,40.743046,       ,105,-73.989311,40.743046
